87,22,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,17?0,5?0,5?0,5?0,17?0,17?0,17?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,17?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,17?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,134?4,0?0,134?4,0?0,0?0,0?0,134?4,0?0,134?4,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,17?0,17?0,134?7,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,134?4,0?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,0?0,134?4,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,134?6,17?0,17?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,0?0,0?0,0?0,0?0
0?0,0?0,50?4,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,134?4,0?0,134?4,0?0,134?4,134?4,134?4,0?0,134?4,0?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,0?0,134?4,0?0,134?4,134?4,134?4,0?0,134?4,0?0,134?4,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,50?3,0?0,0?0
0?0,35?5,0?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,0?0,35?14,0?0
0?0,35?5,0?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,0?0,35?14,0?0
0?0,35?5,0?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,0?0,35?14,0?0
0?0,0?0,50?4,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,50?3,0?0,0?0
0?0,0?0,0?0,0?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,17?0,17?0,134?7,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,134?6,17?0,17?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,126?0,5?0,5?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,5?0,5?0,126?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,50?5,0?0,0?0,126?0,5?0,5?0,5?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,5?0,5?0,5?0,126?0,0?0,0?0,50?5,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,17?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,188?0,17?0,5?0,5?0,89?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,89?0,5?0,5?0,17?0,188?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,17?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,17?0,5?0,5?0,5?0,5?0,5?0,17?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,17?0,188?0,5?1,134?5,134?5,134?5,134?5,134?5,5?1,188?0,17?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,17?0,5?0,5?0,5?0,5?0,5?0,17?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,17?0,17?0,17?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,17?0,17?0,17?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,50?1,0?0,0?0,0?0,50?1,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,50?1,0?0,0?0,0?0,50?1,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,35?0,35?0,35?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,35?0,35?0,35?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,188?0,35?10,35?10,35?10,188?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,188?0,35?10,35?10,35?10,188?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?4,0?0,0?0,0?0,17?4,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?4,0?0,0?0,0?0,17?4,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,17?0,17?0,17?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,17?0,17?0,17?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,17?0,5?0,5?0,5?0,5?0,5?0,17?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,188?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,188?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,17?0,5?0,5?0,5?0,5?0,5?0,17?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,17?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,126?0,5?0,5?0,17?0,17?0,17?0,5?0,5?0,126?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,17?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,126?0,5?0,5?0,17?0,17?0,17?0,5?0,5?0,126?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,17?0,17?0,17?0,17?0,134?7,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,134?6,17?0,17?0,17?0,17?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,0?0,0?0,0?0,0?0
0?0,188?0,17?8,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,17?8,188?0,0?0
0?0,35?5,0?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,0?0,35?14,0?0
0?0,35?5,0?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,0?0,35?14,0?0
0?0,35?5,0?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,0?0,35?14,0?0
0?0,188?0,17?8,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,134?5,17?0,134?5,17?0,17?0,17?0,134?5,17?0,134?5,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,134?5,17?0,134?5,17?0,17?0,17?0,134?5,17?0,134?5,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,17?8,188?0,0?0
0?0,0?0,0?0,0?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,17?0,35?10,17?0,17?0,134?7,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,134?5,17?0,134?5,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,134?5,17?0,134?5,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,134?6,17?0,17?0,35?10,17?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,134?5,17?0,134?5,134?5,134?5,17?0,134?5,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,134?5,126?9,126?9,126?9,126?9,126?9,126?9,126?9,134?5,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,17?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,126?9,126?9,126?9,126?9,126?9,126?9,126?9,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,17?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,17?0,17?0,17?0,5?0,5?0,5?0,17?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,126?9,126?9,126?9,126?9,126?9,126?9,126?9,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,17?0,5?0,5?0,5?0,17?0,17?0,17?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
